Clave,Descripcion,PrecioPublico
16552,33284-1 BORLA PERFECT IT ESPONJA BLANCA PARA PULIR PIEZA,697.05
16553,33285-1 BORLA PERFECT IT DE ESPONJA GRIS PARA ABRILLA PIEZA,724.93
16554,33286-1 BORLA PERFECT IT ESPONJA AZUL PARA ULTRAFINA PIEZA,766.76
16555,33287-1 BORLA PERFECT IT 100% LANA 6PULG - NUEVO PIEZA,763.04
16556,YQ-SM-19PC TREYD COLORES PASTELES CLAROS CUB19,841.5
16559,YQ-SM-4PC TREYD PLUS PASTELES CLAROS 4LTO,194.44
16560,YQ100-19 TREYD PLUS BLANCO CUB19,757.35
16561,YU100-19 PINT VINIL ETERNAVIN PLUS BLANCO CUB19,"1,648.53"
16565,PLAYERA-1 PROMOCION PLAYERA OFICIAL JUEGOS PANAMERICANO PIEZA,0.01
16567,PROMOGORRA PROMOCION GORRA SUPERNOVI PIEZA,0.01
16569,PROMOPLAYERA PROMOCION PLAYERA SUPERNOVI PIEZA,0.01
16582,7028-1 OLLA SHARPE 5 GALONES 2 REGULADORES PIEZA,"14,740.80"
16627,"BEIG12-1 PAPEL PARA ENMASCARAR BEIGE .30 X 200 MT 12"". PIEZA",203.16
16631,"BEIG6-1 PAPEL PARA ENMASCARAR BEIGE .15 X 200 MT  6"". ROLLO",110.53
16646,"13012-1 PAPEL VERDE ENCERADO TRIMACO 12"".30 X 305 MTS ROLLO",224
16650,"13036-1 PAPEL VERDE ENCERADO TRIMACO 36"".90 X 305 MTS ROLLO",673
16767,OB-SM-19P PINT VINIL ACRIL SPEED HIDE PRO OBRA PASTELES CUB19,674.1
16835,YB272-18 ESMALTE BLANCO TRAFICO SCT CUB18,"3,583.82"
16836,YB272-200 ESMALTE BLANCO TRAFICO SCT 200 LT,"35,994.12"
16837,YB272-SM-1 ESMALTE BLANCO TRAFICO SCT LITRO,245.8
16838,YB272-SM-4 ESMALTE BLANCO TRAFICO SCT 4LTO,884.89
16839,YB272-SM-500 ESMALTE BLANCO TRAFICO SCT .500,136.56
16840,YB273-18 ESMALTE AMARILLO TRAFICO SCT CUB18,"4,079.41"
16841,YB273-200 ESMALTE AMARILLO TRAFICO SCT 200 LT,"37,372.06"
16842,YB273-SM-1 ESMALTE AMARILLO TRAFICO SCT LITRO,279.8
16843,YB273-SM-4 ESMALTE AMARILLO TRAFICO SCT 4LTO,"1,007.26"
16844,YB273-SM-500 ESMALTE AMARILLO TRAFICO SCT .500,155.44
16850,28114-1 TOBERA PARA PISTOLA COBALT 1.4MM. PIEZA,"1,208.00"
16851,41114-1 KIT AGUJA Y TOBERA 1.4 SHARPE PIEZA,"2,126.00"
16876,10011102 KIT PICOT AGUJA 1.20 SERIE 40 PIEZA,"3,149.26"
16878,10011132 KIT SAGOLA PICO + AGUJA 1.4 SERIE 4400 PIEZA,"3,149.26"
16879,10011181-1 KIT PICO+AGUJA 1.4 SERIE 3200 PIEZA,"2,632.16"
16880,10011183 KIT SAGOLA PICO + AGUJA 1.8 SERIE 3200 PIEZA,"2,632.16"
16883,10111803-1 PISTOLA MINI XTREME 1.2 AQUA PIEZA,"12,183.36"
16896,10141535 PISTOLA 3300 PRO 1.80 EPA CAJA PIEZA,"7,019.62"
16899,10141812 PISTOLA 4500 DIGITAL 1.30[LXT AQUA] PIEZA,"23,252.15"
16906,20141402-1 PISTOLA NEWW CLASSIC LUX P/A 1.8 PIEZA,"2,652.28"
16907,20141904 PISTOLA JUNIOR GRAVEDAD G 1.4PULG PIEZA,"1,033.58"
16916,56418420 KIT DEPOSITO GRAVEDAD CLASSIC LUX PIEZA,595.1
16917,56418432 KIT SAGOLA DEPOSITO GRAVEDAD 0.65 LT 4500 XTREM PIEZA,"1,391.74"
16918,56418434 KIT SAGOLA  BOQUILLA DE AIRE RXT01 PIEZA,"2,745.05"
16922,57212211-1 TORNILLO PRENSAESTOPAS AGUJA PIEZA,419.87
16946,IW201-1 PLASTE NASON GRIS LITRO,332.86
16947,IW201-SM-1 PLASTE NASON GRIS LITRO,332.86
16948,IW201-SM-250 PLASTE NASON GRIS .250,102.73
16949,IW201-SM-500 PLASTE NASON GRIS .500,184.92
16955,100-001-1B KOLA-LOKA 2GR PIEZA,26.1
16957,SR156 PLASTIACERO SUPER RAPIDO 70GRS SECADO RAPIDO PIEZA,139.34
16958,99P503-1 PRIMARIO ESTRUCTURAL ROJO LITRO,148.53
16959,99P503-18 PRIMARIO ESTRUCTURAL ROJO CUB18,"2,314.71"
16960,99P503-200 PRIMARIO ESTRUCTURAL ROJO 200 LT,"25,461.76"
16961,99P503-4 PRIMARIO ESTRUCTURAL ROJO 4LTO,558.82
16962,99P503-SM-1 PRIMARIO ESTRUCTURAL ROJO. LITRO,155.23
16963,99P503-SM-18 PRIMARIO ESTRUCTURAL ROJO. CUB18,"2,314.71"
16964,99P503-SM-250 PRIMARIO ESTRUCTURAL ROJO. .250,47.91
16965,99P503-SM-4 PRIMARIO ESTRUCTURAL ROJO. 4LTO,558.82
16966,99P503-SM-500 PRIMARIO ESTRUCTURAL ROJO. .500,86.24
16967,99P504-1 PRIMARIO ESTRUCTURAL GRIS LITRO,148.53
16968,99P504-18 PRIMARIO ESTRUCTURAL GRIS CUB18,"2,326.47"
16969,99P504-200 PRIMARIO ESTRUCTURAL GRIS 200 LT,"24,552.94"
16970,99P504-4 PRIMARIO ESTRUCTURAL GRIS 4LTO,558.82
16971,99P504-SM-1 PRIMARIO ESTRUCTURAL GRIS. LITRO,155.23
16972,99P504-SM-18 PRIMARIO ESTRUCTURAL GRIS. CUB18,"2,326.47"
16973,99P504-SM-250 PRIMARIO ESTRUCTURAL GRIS. .250,47.91
16974,99P504-SM-4 PRIMARIO ESTRUCTURAL GRIS. 4LTO,558.82
16975,99P504-SM-500 PRIMARIO ESTRUCTURAL GRIS. .500,86.24
16976,99P507-18 PRIMARIO ESTRUCTURAL BLANCO CUB18,"3,083.82"
16977,99P507-200 PRIMARIO ESTRUCTURAL BLANCO 200 LT,"30,852.94"
16978,99P507-4 PRIMARIO ESTRUCTURAL BLANCO 4LTO,757.35
16979,99P507-SM-1 PRIMARIO ESTRUCTURAL BLANCO. LITRO,210.38
16980,99P507-SM-18 PRIMARIO ESTRUCTURAL BLANCO. CUB18,"3,083.82"
16981,99P507-SM-250 PRIMARIO ESTRUCTURAL BLANCO. .250,64.93
16982,99P507-SM-4 PRIMARIO ESTRUCTURAL BLANCO. 4LTO,757.35
16983,99P507-SM-500 PRIMARIO ESTRUCTURAL BLANCO. .500,116.88
16993,CRE-121 2.1 VOC WHTE EPOXY PRIMER GALON,"2,785.73"
16994,CRE-211H-19 CRE PRIMER CATALYST CUB19,"17,765.68"
16995,CRE-211H-3785 CRE PRIMER CATALYST GALON,"4,047.10"
16996,CRE-211H-950 CRE PRIMER CATALYST .950LT,"1,055.89"
16997,CRE-2XX 2.1 VOC TNTBLE EPOXY PRMR GALON,"2,212.05"
16998,CRE-921 2.1 VOC BLACK EPOXY PRIMER GALON,"1,725.09"
17000,CRE211H-SM-1 CATALIZADOR PARA PRIMARIO LITRO,"1,044.43"
17001,CRE211H-SM-250 CATALIZADOR PARA PRIMARIO .250LT,322.35
17002,CRE211H-SM-500 CATALIZADOR PARA PRIMARIO .500LT,580.24
17003,CRE321-19 2.1 VOC GRAY EPOXY PRIMER CUB19,"12,847.34"
17004,CRE321-3.785 2.1 VOC GRAY EPOXY PRIMER GALON,"3,221.89"
17005,CRE321-SM-1 2.1 VOC GRAY EPOXY PRIMER LITRO,945.81
17010,EPX-900 PRIMARIO EPÓXICO BEIGE 3.785,"2,297.69"
17011,EPX-901 CATALIZADOR PARA PRIMARIO EPOXICO GALON,"1,354.77"
17012,EPX-901-SM-1 CATALIZADOR PARA PRIMARIO EPOXICO LITRO,397.7
17013,EPX-901-SM-500 CATALIZADOR PARA PRIMARIO EPOXICO .500LT,220.95
17014,EPX-904 GRAY EPOXY PRIMER GALON,"2,141.21"
17015,EPX-904-SM-1 PRIMARIO EPÓXICO GRIS LITRO,628.57
17016,EPX-904-SM-250 PRIMARIO EPÓXICO GRIS .250LT,194
17017,EPX-904-SM-500 PRIMARIO EPÓXICO GRIS .500LT,349.2
17018,EPX-908 BLACK EPOXY PRIMER GALON,"1,851.82"
17019,EPX-950 PRIMARIO EPOXICO BLANCO GALON,"2,277.58"
17020,EPX-950-SM-1 PRIMARIO EPOXICO BLANCO LITRO,668.6
17021,EPX-950-SM-500 PRIMARIO EPOXICO BLANCO .500LT,371.44
17022,EPX900-19 BEIGE EPOXY PRIMER CUB19,"9,865.01"
17023,EPX900-3.375 BEIGE EPOXY PRIMER GALON,"2,297.69"
17024,DSC ERP-201 *K FAST MULTI-USE EPOXY PRIMER CAT CUB19,"5,747.09"
17025,DSC ERP-420 *K PRIM EPOXICO MULTI RAP GRIS CUB19,"6,226.91"
17026,DSC ERP-520 *K FAST MULTI EPOXY PRIMER WHITE 19LT,"7,022.29"
17029,ERP201-SM-1 FAST MULTI-USE EPOXY PRIMER CATALYST LITRO,267.06
17032,ERP201-SM-500 FAST MULTI-USE EPOXY PRIMER CATALYST .500LT,148.37
17033,ERP420-SM-1 FAST MULTI-USE EPOXY PRIMER GRAY LITRO,311.61
17036,ERP520-SM-4 FAST MULTI-USE EPOXY PRIMER - WHITE 4LTO,"1,642.64"
17037,EWP435-19 3.3 VOC WET-ON-WET EPOXY PRIMER - GRAY CUB19,"5,338.11"
17038,EWP435-3.785 3.3 VOC WET-ON-WET EPOXY PRIMER - GRAY GALON,"2,484.39"
17068,PLC-900 WASH PRIMER 3.785LT GALON,"1,703.57"
17069,PLC-900-SM-1 WASH PRIMER LITRO,500.09
17070,PLC-900-SM-500 WASH PRIMER .500LT,277.83
17071,PLC-901 CATALIZADOR WASH PRIMER 3.785L GALON,"1,343.05"
17072,PLC-901-SM-1 CATALIZADOR WASH PRIMER LITRO,394.26
17104,33430S-4 PRIMARIO CHROMAPREMIER® PRO (V.S. 4) 4LTO,"3,931.67"
17120,615SM-1 PRIMARIO AUTOACONDICIONADOR VARIPRIMER LITRO,798.33
17121,615SM-20 PRIMARIO AUTOACONDICIONADOR VARIPRIMER CUB20,"15,190.00"
17123,615SM-4 PRIMARIO AUTOACONDICIONADOR VARIPRIPRIMER 4LTO,"3,105.00"
17124,615SM-SM-1 PRIMARIO AUTOACONDICIONADOR  VARIPRIMER LITRO,798.33
17125,615SM-SM-125 PRIMARIO AUTOACONDICIONADOR VARIPRIMER .125,136.89
17126,615SM-SM-250 PRIMARIO AUTOACONDICIONADOR VARIPRIMER .250,246.4
17127,615SM-SM-4 PRIMARIO AUTOACONDICIONADOR VARIPRIPRIMER 4LTO,"3,105.00"
17128,615SM-SM-500 PRIMARIO AUTOACONDICIONADOR  VARIPRIMER .500,443.52
17230,622SM-1 PRIMARIO UNIVERSAL IMLAR LITRO,227.69
17231,622SM-19 PRIMARIO UNIVERSAL IMLAR CUB19,"3,983.08"
17232,622SM-4 PRIMARIO UNIVERSAL IMLAR 4LTO,870.77
17233,622SM-SM-1 PRIMARIO UNIVERSAL IMLAR LITRO,227.69
17234,622SM-SM-125 PRIMARIO UNIVERSAL IMLAR .125,39.04
17235,622SM-SM-250 PRIMARIO UNIVERSAL IMLAR .250,70.28
17236,622SM-SM-500 PRIMARIO UNIVERSAL IMLAR .500,126.5
17237,623SM-1 IMLAR PRIMARIO BLANCO LITRO,281.54
17238,623SM-4 *K IMLAR PRIMARIO BLANCO 4LTO,"1,058.46"
17254,D8022 D8022 2K RAPID FILLER 3LTS.,"1,657.43"
17255,D8022-SM-1 2K RAPID FILLER LITRO,613.86
17256,D8022-SM-250 2K RAPID FILLER .250LT,189.46
17257,D8022-SM-500 2K RAPID FILLER .500LT,341.03
17258,D8046 D8046 PRIMER RELLENADOR LITRO,"1,326.50"
17259,D8160AL D816 Y042 LITRO,365.66
17260,D8210AL D854 SCANSEALER LITRO,601.98
17261,D822-3785 PRIMARIO RESISTENTE A LA CORROSION 3.785,"1,443.84"
17262,D8250AL D825 K93 LITRO,524.19
17263,D837-4 SPIRIT WIPE 3.785,378.51
17264,D839 D839 PRIMA GALON,"2,542.21"
17265,D854 *K D854 SCANSEALER LITRO,990.13
17279,C0866405-3.5 *K C086-9448.M3 IMPRESION UNIVERSAL GRIS 3.5L,783.76
17280,C0866405-900 C084-6405.MG4 PRIMER UNIVERSAL 4X1 GRIS .900LT,222.71
17286,DP40LF PRIMER EPOXICO GRIS VERDOZO GALON,"2,512.71"
17287,DP40LF-SM-1 PRIMER EPOXICO GRIS VERDOZO LITRO,737.62
17288,DP40LF-SM-125 PRIMER EPOXICO GRIS VERDOZO .125LT,126.48
17289,DP40LF-SM-250 PRIMER EPOXICO GRIS VERDOZO .250LT,227.66
17290,DP40LF-SM-500 PRIMER EPOXICO GRIS VERDOZO .500LT,409.79
17291,DP48LF *K PRIMER EPOXICO BLANCO GALON,"2,932.33"
17296,DP50LF *K PRIMER EPOXICO GRIS CLARO GALON,"2,877.91"
17301,DP60LF PRIMER EPOXICO AZUL GALON,"1,817.57"
17302,DP60LF-SM-1 PRIMER EPOXICO AZUL LITRO,533.56
17303,DP60LF-SM-125 PRIMER EPOXICO AZUL .125LT,91.49
17304,DP60LF-SM-250 PRIMER EPOXICO AZUL .250LT,164.68
17305,DP60LF-SM-500 PRIMER EPOXICO AZUL .500LT,296.42
17306,DP74LF PRIMER EPOXICO ROJO GALON,"2,032.31"
17307,DP74LF-SM-1 PRIMER EPOXICO ROJO LITRO,596.6
17308,DP74LF-SM-125 PRIMER EPOXICO ROJO .125LT,102.3
17309,DP74LF-SM-250 PRIMER EPOXICO ROJO .250LT,184.14
17310,DP74LF-SM-500 PRIMER EPOXICO ROJO .500LT,331.44
17311,DP90LF *K PRIMER EPOXICO NEGRO GALON,"2,877.91"
17316,DPX801 *K PROMOTOR UNIVERSAL DE AD. PARA PLASTICOS .946LT,912.51
17321,DZ3-3.785 PRIMER UNIVERSAL GRIS NEUTRO GALON,"1,467.35"
17322,DZ3-946 PRIMER UNIVERSAL GRIS NEUTRO .946LT,315.99
17323,DZ3-SM-1 PRIMER UNIVERSAL GRIS NEUTRO LITRO,315.99
17324,DZ3-SM-500 PRIMER UNIVERSAL GRIS NEUTRO .500LT,175.55
17325,K36 *K PRIMER DE RELLENO ACRILICO URETANO GALON,"2,718.82"
17327,K36-SM-125 PRIMER DE RELLENO ACRILICO URETANO .125LT,136.85
17328,K36-SM-250 PRIMER DE RELLENO ACRILICO URETANO .250LT,246.34
17329,K36-SM-500 PRIMER DE RELLENO ACRILICO URETANO .500LT,443.4
17330,K38 *K PRIMER DE ALTO RELLENO ACRILICO URETANO GALON,"2,178.86"
17342,DUL21240GL DUL21240GL DULON FONDO UNIVERSAL 3.5LTS,456.9
17348,D8080 D8080 PRIMER UV SPRAY .300LT,462.84
17349,D820 D820 ADHERENTE PARA PLASTICOS .946LT,739.6
17353,DSC ECP11 GRAYMATIC 2.1 LV PRIMER SURF - WHITE 4LTO,"3,668.97"
17354,ECP11-SM-1 GRAYMATIC 2.1 LV PRIMER SURF - WHITE LITRO,"1,019.16"
17355,ECP11-SM-250 GRAYMATIC 2.1 LV PRIMER SURF - WHITE .250LT,314.56
17356,ECP11-SM-500 GRAYMATIC 2.1 LV PRIMER SURF - WHITE .500LT,566.2
17357,DSC ECP15 GRAYMATIC 2.1 LV PRIMER SURF - GRAY 4LTO,"3,887.39"
17358,ECP15-SM-1 GRAYMATIC 2.1 LV PRIMER SURF - GRAY LITRO,"1,079.83"
17359,ECP15-SM-250 GRAYMATIC 2.1 LV PRIMER SURF - GRAY .250LT,333.28
17360,ECP15-SM-500 GRAYMATIC 2.1 LV PRIMER SURF - GRAY .500LT,599.91
17361,DSC ECP17 GRAYMATIC 2.1 LV PRIMER SURF - BLACK 4LTO,"3,566.09"
17362,ECP17-SM-1 GRAYMATIC 2.1 LV PRIMER SURF - BLACK LITRO,990.58
17363,ECP17-SM-250 GRAYMATIC 2.1 LV PRIMER SURF - BLACK .250LT,305.73
17364,ECP17-SM-500 GRAYMATIC 2.1 LV PRIMER SURF - BLACK .500LT,550.32
17365,ECS61 *K A-CHROMATIC SEALER-WHITE 4LTO DESCONTINUADO,"3,835.53"
17367,ECS61-SM-250 A-CHROMATIC SEALER-WHITE .250LT,328.83
17368,ECS61-SM-500 A-CHROMATIC SEALER-WHITE .500LT,591.9
17369,ECS65 A-CHROMATIC SEALER-GRAY GAL 3.785 LTO DESCONTINUADO,"3,761.86"
17370,ECS65-SM-1 A-CHROMATIC SEALER-GRAY LITRO,"1,044.96"
17371,ECS65-SM-250 A-CHROMATIC SEALER-GRAY .250LT,322.52
17372,ECS65-SM-500 A-CHROMATIC SEALER-GRAY .500LT,580.53
17373,ECS67 *K A-CHROMATIC SEALER-BLACK 4LTO DESCONTINUADO,"3,761.86"
17375,ECS67-SM-250 A-CHROMATIC SEALER-BLACK .250LT,322.52
17377,EPW115 PRIMARIO BASE AGUA 2LT 2LT,"1,798.00"
17378,EPW115-SM-1 PRIMARIO BASE AGUA LITRO,998.89
17379,EPW115-SM-250 PRIMARIO BASE AGUA .250LT,308.3
17380,EPW115-SM-500 PRIMARIO BASE AGUA .500LT,554.94
17381,SLV814 FLEXIBILIZANTE UNIVERSAL GRAYMATIC .500LT,420.73
17382,SX1071 *K UNIVERSEL WASH PRIMER LITRO,"1,302.98"
17384,SX1071-SM-250 UNIVERSEL WASH PRIMER .250LT,402.15
17385,SX1071-SM-500 UNIVERSEL WASH PRIMER .500LT,723.88
17386,D8018 PRIMER UHS BLANCO GREYMATIC 3LTS.,"2,480.06"
17387,D8018-SM-125 2K UHS SURFACER WHITE .125LT,157.5
17388,D8018-SM-250 2K UHS SURFACER WHITE .250LT,283.5
17389,D8018-SM-500 2K UHS SURFACER WHITE .500LT,510.3
17390,D8019 PRIMER UHS NEGRO GREYMATIC 3LTS. DESCONTINUADO,"2,480.25"
17391,D8019-SM-1 2K UHS SURFACER DARK GREY LITRO,918.61
17392,D8019-SM-125 2K UHS SURFACER DARK GREY .125LT,157.51
17393,D8019-SM-250 2K UHS SURFACER DARK GREY .250LT,283.52
17394,D8019-SM-500 2K UHS SURFACER DARK GREY .500LT,510.34
17395,DESCONTINUADO D8024 PRIMER UHS GRIS GREYMATIC 3LTS.,"2,626.15"
17396,D8024-SM-1 D8024 PRIMER GRIS UHS LITRO,972.65
17397,D8024-SM-125 D8024 PRIMER GRIS UHS .125LT,166.78
17398,D8024-SM-250 D8024 PRIMER GRIS UHS .250LT,300.2
17399,D8024-SM-500 D8024 PRIMER GRIS UHS .500LT,540.36
17404,MP178 *K PLASTIC PRIMER .473L,228.74
17407,MP281 *K 1K GRAY PRIMER SURFACE GALON,"1,593.32"
17412,MP282 *K SU HI BUILD 2K PRIMER SUR GALON,"1,800.79"
17423,01998-1 IMPERIAL WETORDRY 5.5  X 9 P3000 (1/2 HOJA) PIEZA,24.44
17424,1131-4 RELLENADOR PARA CARROCERIAS PLATINIUM GALON 4LTO,904.05
17425,11326-1 LENTE DE SEGURIDAD - MICA CLARA Y CAPA DURA PIEZA,38.65
17426,11559-1 VIRTUA PLUS CON BANDA ELASTICA MICA CLARA PIEZA,78.54
17427,16172-1 JUEGO DE INICIO PPS 650ML CON FILTROS PIEZA,850
17428,16399-1 FOCO DE REPUESTO 35W PPS SUN GUN PIEZA DESCONTINUADO,"1,341.88"
17430,2078-1 FILTRO PARA PARTICULAS P95 BOLSA C/2 PIEZA,149.2
17431,2091-1 FILTRO P/PARTICULAS P100 BOLSA 2PZ,134.47
17432,33456-1 RUEDA DE CORTE CUBITRON II 3X.04 PIEZA,180.45
17433,34405-1 DISCO ABRASIVO FLEXIBLE 6 PULGADAS P600 PIEZA,80.46
17434,34406-1 PN34406 DISCO ABRASIVO FLEXIBLE 6 PULGADAP800 PIEZA,80.46
17435,34407-1 DISCO ABRASIVO FLEXI 7P P1000 6PULG PIEZA,80.46
17436,34408-1 DISCO ABRASIVO FLEXIBLE 6 PULGADAS P1200 PIEZA,80.46
17437,34409-1 DISCO ABRASIVO FLEXIBLE 6 PULGADAS  P1500 PIEZA,80.46
17442,560/B310-1 SELLADOR ADHESIVO BLANCO 310ML PIEZA,282.55
17443,5706-1 BORLA DE ESPONJA 2 CARAS ADAPTADOR RAP PIEZA,"1,045.58"
17444,6013-1 3M SCUFF - IT PREPARADOR DE SUPERFICIES 24.7 PIEZA,830.51
17445,6885-1 MICAS PROTECTORAS PIEZA,57.62
17446,6898-1 VISOR PARA SERIE 6000 FULL FACE PIEZA,"2,667.15"
17449,EXHI233M EXHIBIDOR MASKING 233 3M PIEZA,"1,700.00"
17452,PAZUL-1 MICROFIBRA AZUL 36 X 36CM PIEZA,29.96
17455,100-603-4 BODYSCHUTZ 3M 4LTO,"2,019.10"
17456,5703-1 BORLASUPERBUFF 2 CARAS 100% LANA 3M PIEZA,985.01
17457,COVER-1 COVERCRYL ANTICORROSIVO BASE AGUA .900LT,253.31
17468,WB05-1 NEGRO JET LITRO,"2,098.33"
17469,WB06-1 NEGRO HS (ALTOS SOLIDOS) LITRO,"2,098.33"
17471,WB1001-500 PERLA BLANCA .500,"1,966.67"
17472,WB1002-500 PERLA BLANCA SATINADA .500,"2,160.00"
17474,WB1004-500 PERLA AZUL SATINADA .500,"2,160.00"
17475,WB1005-500 PERLA LILA .500,"2,160.00"
17478,WB1008-500 PERLA VERDE SATINADA .500,"2,160.00"
17479,WB1009-500 PERLA DORADA .500,813
17480,WB1011-500 PERLA COBRE .500,993
17482,WB1013-500 PERLA ROJA SATINADA .500,813
17483,WB1014-500 PERLA ROJA RUT .500,"2,160.00"
17484,WB1020-500 CRYS SILVER EFX .500,"2,160.00"
17485,WB1021-500 GALAXY BLE EFX .500,"2,160.00"
17487,WB1023-500 SUNB GOLD EFX .500,"2,160.00"
17488,WB1024-500 RADIANT RED EFX .500,"2,160.00"
17489,WB1025-500 FIRE COPPER EFX .500,"1,047.00"
17490,WB1030-500 ALUMINIO SUPER FINO .500,488
17491,WB1031-1 ALUMINIO FINO MEDIO LITRO,"2,098.33"
17493,WB1033-1 ALUMINIO FINO LITRO,"2,098.33"
17495,WB1037-1 ALUMINIO MEDIO GRUESO LITRO,"2,098.33"
17496,WB1039-1 ALUMINIO GRUESO LITRO,"2,098.33"
17497,WB1041-1 ALUMINIO EXTRA GRUESO LITRO,"2,098.33"
17499,WB1078-500 ALUMINIO DORADO .500,"1,050.00"
17502,WB20-1 PRO VIOLETA LITRO,"2,203.33"
17503,WB2030-3.5 VISCOS BALANCER 4PK 3.5LTS,"2,970.00"
17504,WB2040-3.5 CONTROLLER- ST CON 3.5LTS,"2,396.67"
17510,WB2091-3.5 BC BLENDER 3.5LTS,"1,624.00"
17512,WB24-500 AZUL ORGANICO .500,"1,123.33"
17513,WB25-1 AZUL HS (ALTOS SOLIDOS) LITRO,"2,203.33"
17514,WB26-500 AZUL LS (BAJOS SOLIDOS) .500,"1,123.33"
17515,WB27-1 VERDE TONO AZULOSO LITRO,"2,015.41"
17517,WB30-1 AZUL TONO VERDOSO HS (ALTOS SOLIDOS) LITRO,"2,098.33"
17518,WB31-500 AZUL TONO VERDOSO .500,"1,086.67"
17521,WB41-500 AMARILLO OPACO .500,"1,086.67"
17524,WB46-500 NARANJA AMARILLO .500,"1,053.33"
17525,WB53-500 NARANJA .500,"1,053.33"
17526,WB60-500 ROJO BRILLANTE .500,"1,086.67"
17530,WB63-500 MARRÓN CROMAX PRO .500,"1,086.67"
17531,WB64-1 MAGENTA HS (ALTOS SOLIDOS) LITRO,"2,098.33"
17532,WB65-500 MAGENTA LS (BAJOS SOLIDOS) .500,453
17533,WB67-500 ROJO .500,"1,123.33"
17537,WB90-500 AMARILLO TRANSOXIDO .500,"1,053.33"
17546,130504 DC30 CARTUCHO DESECANTE PIEZA,"2,871.37"
17548,130529 SECADORES DE PINTURA Y BASE 2 PISTOLAS SECADO PIEZA,"13,212.26"
17549,180006 MANOMETRO VALVULA AJUSTE DE AIRE HAV-501 PIEZA,"1,019.35"
17551,190252 VASO DE GRAVEDAD 20OZ (ACETAL) PIEZA,"2,087.43"
17552,192212 SPRAY GUN CLEANING KIT PIEZA,"1,837.73"
17555,702576 VASO ALUM. 900 CC TEKNA PIEZA,"2,479.40"
17556,703566 TEKNA PROLITE PISTOLA DE GRAVEDAD/VASO 1.3 PIEZA,"19,816.87"
17557,703592 TEKNA COPPER HE GUN/CUP (1.3) PIEZA,"14,699.59"
17559,802101-1 VASOS Y TAPAS DESCHABLES 24 OZ PZA PIEZA,"1,630.20"
17561,"802200 ADAPTADOR, DEVILBISS, BINKS & SHARPE PIEZA",269.87
17562,802204 ADAPTADOR SATA NR95 Y IWATA PIEZA,269.87
17563,802340 ADAPTADOR DE CONVERSION PIEZA,335.5
17565,802343 STARTINGLINE PISTOLA PARA ACABADO Y PRIMARIO 1.3-1.5-1.8 PIEZA,"7,236.52"
17568,803291 AIR ADJUSTING VALVE WITH DIGITAL GAUGE PIEZA,"2,544.30"
17569,803420 ADAPTADOR STARTINGLINE SHARPE FINEX PIEZA,269.87
17573,803609 SL 250CC CUP/PUSH-IN LID STARTINGLINE PIEZA,623.7
17574,803610 SL 600CC CUP/PUSH-IN LID STARTINGLINE AL PIEZA,790.9
17575,803643 FINISHLINE UNIDAD DE FILTRO 80 CFM CON REGUL PIEZA,"3,700.40"
17578,SWX350 WATER BORNER PRE-CLEANER PIEZA,"1,012.44"
17583,SXA1031 ETCH PRIME GRIS SPRAY PIEZA,638.86
17587,SXA1050 PROMOTOR DE ADHERENCIA PARA PLASTICOS SPRAY PIEZA,"1,104.61"
17589,AA-03M ESMALTE ACRILICO BLANCO CUB 20LT,"3,986.99"
17590,AA-03M-SM-1 ESMALTE ACRILICO BLANCO LITRO,246.11
17591,AA-03M-SM-250 ESMALTE ACRILICO BLANCO .250LT,75.96
17592,AA-03M-SM-4 ESMALTE ACRILICO BLANCO 4LTO 4LTO,886
17593,AA-03M-SM-500 ESMALTE ACRILICO BLANCO .500LT,136.73
17596,CM64-1 RAPID MARCH SPECTROFOMETRO PIEZA,"101,286.47"
17598,AUE40-15 TRANSPARENTE DE POLIURETANO CUB 15 LT,"10,330.77"
17599,AUE40-SM-1 TRANSPARENTE DE POLIURETANO LITRO,674.1
17602,CPCCT011 GUÍA DE TINTES CPC PIEZA,517.64
17613,ENCHASIS-SM-18 NEGRO CHASIS 18LTO CUB18,"2,096.47"
17617,HHA-300 HIGH HEAT ALUMINUM ALKYD GALON,"5,188.05"
17619,HHB-900 HIGH HEAT BLACK SILICONE CUB19,"18,101.78"
17620,HHS-900 HIGH HEAT BLACK ENAMEL GALON,"3,774.25"
17621,98994 AQUAPEL GLASS TREATMENT PIEZA,186.77
17622,D8140AL D814 DELTRON FLEXIBILIZANTE PIEZA,"1,521.18"
17623,D8430AL D843 DELTRON ADITIVO TEXTURANTE FINO PIEZA,"1,469.86"
17624,D8440AL D844 DELTRON ADITIVO TEXTURANTE GRUESO PIEZA,"1,640.46"
17625,DX101 PASTA ABRASIVA PARA ACABADO PIEZA,544.04
17626,"DX103 LIMPIADOR MULTI USOS, MULTI - PREP GALON",888.67
17627,DX330 REMOVEDOR DE CERA Y GRASAS GAL 3.785,344.56
17632,DX54 ROAD GARD .946LT,725.55
17633,DX57 BASE COAT ACTIVADOR .237LT,660.38
17640,DX73 ADITIVO PARA OJO DE PEZ .473L,492.14
17641,DX73-SM-1 ADITIVO PARA OJO DE PEZ LITRO,"1,156.07"
17644,DX73-SM-500 ADITIVO PARA OJO DE PEZ .500LT,642.26
17645,DX78 PRIZMATIQUE .125LT (4OZ),"3,278.59"
17646,DSC DX814 ADITIVO FLEXIBLE .473L,337.39
